ControlType.Pane | Claude
ControlType.Text | Same truncation a third time — identical cutoff at "baked into the Electron…", nothing following.
ControlType.Text | Something on the sending side is reliably clipping your message, so retyping probably won't fix it. A couple of workarounds that tend to dodge whatever's clipping it: put the whole question on a single line with no line breaks before hitting send, or type a short throwaway character first (like a period), send it, then paste the real question as a second message. If a newline is triggering early-send, that's the usual culprit.
ControlType.Text | In the meantime I don't want to leave you stuck. My earlier answer covered the full question as originally posed, so if your follow-up is a variation, tell me in a few words which angle you're after and I'll run with it:
ControlType.ListItem | scripting the Invoke-CommandInDesktopPackage relaunch (I'd just need the PFN and AppId)
ControlType.Text | Invoke-CommandInDesktopPackage
ControlType.ListItem | the _debugProcess → webContents.debugger fallback in detail
ControlType.Text | _debugProcess
ControlType.Text | webContents.debugger
ControlType.ListItem | how to test whether the app strips --remote-debugging-port in its own arg handling
ControlType.Text | --remote-debugging-port
ControlType.ListItem | something else entirely
ControlType.Text | Even a one-word reply works.
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | Claude Fable 5 is currently unavailable.
ControlType.Hyperlink | Learn more (opens in new tab)
ControlType.Button | Dismiss
ControlType.Edit | Write your prompt to Claude
ControlType.Text | Write a message…
ControlType.Text |
ControlType.Button | Add files, connectors, and more
ControlType.Button | Model: Opus 4.8 High
ControlType.Text | Opus 4.8
ControlType.Text |  High
ControlType.Button | Settings
ControlType.Button | Press and hold to record
ControlType.Button | Use voice mode
ControlType.Hyperlink | Claude is AI and can make mistakes. Please double-check responses.
ControlType.Group | Notifications (F8)
