ControlType.Pane | Claude
ControlType.Text |  relies on. For a standard electron-builder
ControlType.Text | appx
ControlType.Text |  package (full-trust
ControlType.Text | runFullTrust
ControlType.Text | ,
ControlType.Text | not
ControlType.Text |  AppContainer), loopback works without any
ControlType.Text | CheckNetIsolation
ControlType.Text |  exemption, so the better path is to bake
ControlType.Text | app.commandLine.appendSwitch('remote-debugging-port', …)
ControlType.Text |  into the main process, activate the app through its package alias, and attach with
ControlType.Text | connectOverCDP
ControlType.Text |  — accepting that you lose main-process
ControlType.Text | evaluate
ControlType.Text |  in exchange for testing the genuinely packaged artifact. The whole loopback story only inverts if your manifest is
ControlType.Text | appContainer
ControlType.Text |  rather than
ControlType.Text | mediumIL
ControlType.Text | , which is worth confirming.
ControlType.Text | Was there a specific angle you wanted — the connectOverCDP attach sequence, the main-process
ControlType.Text | evaluate
ControlType.Text |  workaround via test-only IPC, the Electron 30+ flag bug, or the AppContainer-vs-full-trust manifest check?
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Button | Scroll to bottom
ControlType.Text | Claude Fable 5 is currently unavailable.
ControlType.Hyperlink | Learn more (opens in new tab)
ControlType.Button | Dismiss
ControlType.Edit | Write your prompt to Claude
ControlType.Text | Write a message…
ControlType.Text |
ControlType.Button | Add files, connectors, and more
ControlType.Button | Model: Opus 4.8 High
ControlType.Text | Opus 4.8
ControlType.Text |  High
ControlType.Button | Settings
ControlType.Button | Press and hold to record
ControlType.Button | Use voice mode
ControlType.Hyperlink | Claude is AI and can make mistakes. Please double-check responses.
ControlType.Group | Notifications (F8)
